,time_flag
598,False
599,False
600,False
601,False
602,True
603,True
604,True
605,True
606,True
607,True
608,True
609,True
610,True
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,False
625,True
626,True
627,True
628,True
629,True
630,True
631,True
632,True
633,True
634,True
635,True
636,True
637,True
638,True
639,True
640,True
641,True
642,True
643,True
644,True
645,True
646,True
647,True
648,True
649,True
650,True
651,True
652,True
653,True
654,True
655,True
656,True
657,True
658,True
659,True
660,True
661,False
662,True
663,True
664,True
665,True
666,True
667,True
668,True
669,True
670,True
671,True
672,True
673,True
674,True
675,True
676,True
677,True
678,False
679,True
680,True
681,True
682,True
683,True
684,True
685,True
686,True
687,True
688,True
689,True
690,True
691,True
692,True
693,True
694,True
695,False
696,False
697,True
698,True
699,True
700,True
701,True
702,True
703,True
704,True
705,True
706,True
707,True
708,True
709,True
710,True
711,True
712,True
713,True
714,True
715,True
716,True
717,True
718,False
719,True
720,True
721,True
722,True
723,True
724,True
725,True
726,True
727,True
728,True
729,False
730,False
731,False
732,True
733,False
734,True
735,True
736,True
737,True
738,True
739,True
740,False
741,True
742,True
743,True
744,True
745,True
746,False
747,True
748,True
749,False
750,True
751,True
752,True
753,True
754,False
755,False
756,True
757,True
758,True
759,True
760,True
761,True
762,True
763,True
764,False
765,True
766,True
767,True
768,True
769,True
770,True
771,True
772,True
773,True
774,True
775,True
776,True
777,True
778,True
779,True
780,True
781,True
782,False
783,True
784,True
785,True
786,True
787,True
788,True
789,True
790,True
791,True
792,True
793,True
794,True
795,True
796,True
797,True
798,True
799,True
800,True
801,True
802,True
803,True
804,True
805,True
806,True
807,True
808,True
809,True
810,True
811,True
812,True
813,True
814,True
815,True
816,True
817,True
818,False
819,True
820,False
821,False
822,True
823,True
824,True
825,True
826,True
827,True
828,True
829,True
830,True
831,True
832,True
833,True
834,True
835,True
836,True
837,True
838,True
839,True
840,False
841,True
842,True
843,True
844,True
845,True
846,True
847,True
848,True
849,True
850,True
851,True
852,True
853,True
854,False
855,False
856,False
857,True
858,True
859,True
860,True
861,False
862,False
863,False
864,True
865,True
866,True
867,False
868,False
869,False
870,True
871,True
872,True
873,False
874,False
875,False
876,True
877,True
878,True
879,True
880,True
881,True
882,True
883,True
884,True
885,True
886,True
887,True
888,True
889,True
890,True
891,True
892,True
893,True
894,True
895,True
896,True
897,True
898,True
899,True
900,True
901,True
902,True
903,True
904,True
905,True
906,True
907,True
908,True
909,True
910,True
911,True
912,True
913,True
914,True
915,True
916,True
917,True
918,True
919,True
920,True
921,True
922,True
923,True
924,True
925,True
926,True
927,True
928,True
929,True
930,True
931,True
932,True
933,True
934,True
935,True
936,True
937,True
938,True
939,True
940,True
941,True
942,True
943,True
944,True
945,True
946,True
947,True
948,True
949,True
950,True
951,True
952,True
953,True
954,True
955,True
956,True
957,True
958,True
959,True
960,True
961,True
962,True
963,True
964,True
965,True
966,True
967,True
968,True
969,False
970,False
971,True
972,False
973,True
974,True
975,True
976,True
977,True
978,False
979,True
980,True
981,True
982,False
983,True
984,True
985,True
986,True
987,True
988,False
989,False
990,True
991,True
992,True
993,True
994,False
995,False
996,True
997,True
998,True
999,True
1000,True
1001,False
1002,True
1003,False
1004,False
1005,True
1006,True
1007,False
1008,False
1009,False
1010,False
1011,True
1012,False
1013,True
1014,False
1015,False
1016,True
1017,False
1018,False
1019,False
1020,False
1021,False
1022,False
1023,True
1024,False
1025,False
1026,True
1027,True
1028,True
1029,True
1030,False
1031,True
1032,True
1033,True
1034,False
1035,False
1036,False
1037,False
1038,False
1039,False
1040,False
1041,False
1042,False
1043,False
1044,False
1045,False
1046,False
1047,False
1048,False
1049,False
1050,False
1051,False
1052,False
1053,True
1054,False
1055,False
1056,False
1057,False
1058,True
1059,False
1060,False
1061,False
1062,False
1063,False
1064,False
1065,False
1066,False
1067,False
1068,False
1069,False
1070,False
1071,False
1072,False
1073,False
1074,False
1075,False
1076,False
1077,False
1078,False
1079,False
1080,False
1081,False
1082,False
1083,False
1084,False
1085,False
1086,False
1087,False
1088,False
1089,False
1090,False
1091,False
1092,False
1093,False
1094,False
1095,False
1096,False
1097,True
1098,False
1099,False
1100,False
1101,False
1102,True
1103,True
1104,False
1105,False
1106,False
1107,False
1108,False
1109,False
1110,True
1111,True
1112,True
1113,False
1114,False
1115,False
1116,True
1117,True
1118,True
1119,True
1120,True
1121,True
1122,True
1123,True
1124,True
1125,True
1126,True
1127,True
1128,True
1129,True
1130,True
1131,True
1132,True
1133,True
1134,True
1135,True
1136,True
1137,True
1138,True
1139,True
1140,True
1141,True
1142,True
1143,True
1144,True
1145,True
1146,True
1147,False
1148,True
1149,True
1150,True
1151,True
1152,True
1153,True
1154,True
1155,True
1156,True
1157,True
1158,True
1159,True
1160,True
1161,True
1162,True
1163,True
1164,True
1165,True
1166,True
1167,True
1168,True
1169,True
1170,True
1171,True
1172,True
1173,True
1174,True
1175,True
1176,True
1177,False
1178,True
1179,True
1180,True
1181,True
1182,True
1183,True
1184,True
1185,True
1186,False
1187,True
1188,True
1189,True
1190,False
1191,False
1192,False
1193,False
1194,True
1195,True
1196,False
1197,True
1198,True
1199,True
1200,True
1201,True
1202,True
1203,True
1204,True
1205,True
1206,False
1207,True
1208,True
1209,False
1210,False
1211,False
1212,True
1213,True
1214,False
1215,False
1216,True
1217,False
1218,True
1219,True
1220,True
1221,True
1222,True
1223,True
1224,True
1225,True
1226,False
1227,True
1228,True
1229,True
1230,True
1231,True
1232,True
1233,True
1234,False
1235,False
1236,True
1237,True
1238,True
1239,True
1240,True
1241,True
1242,True
1243,True
1244,True
1245,True
1246,True
1247,True
1248,True
1249,True
1250,True
1251,True
1252,True
1253,True
1254,True
1255,True
1256,True
1257,True
1258,True
1259,False
1260,True
1261,True
1262,True
1263,True
1264,True
1265,True
1266,True
1267,True
1268,True
1269,False
1270,True
1271,True
1272,True
1273,True
1274,True
1275,True
1276,True
1277,True
1278,True
1279,True
1280,True
1281,True
